Code,Description,Level
B05.02.000.003,Sortierung,5
B05.02.000.004,Transport,5
B05.02.000.005,Materialbearbeitung,5
B05.02.000.006,Deponie,5
B05.02.000.007,Gebühr,5
B05.02.001,"Brücken-, Strassen- und Tiefbau",4
B05.02.001.001,Abbruch,5
B05.02.001.002,Demontage,5
B05.02.001.003,Sortierung,5
B05.02.001.004,Transport,5
B05.02.001.005,Materialbearbeitung,5
B05.02.001.006,Deponie,5
B05.02.001.007,Gebühr,5
B05.02.002,Hochbau: Rohbau,4
B05.02.002.001,Abbruch,5
B05.02.002.002,Demontage,5
B05.02.002.003,Sortierung,5
B05.02.002.004,Transport,5
B05.02.002.005,Materialbearbeitung,5
B05.02.002.006,Deponie,5
B05.02.002.007,Gebühr,5
B05.02.003,Hochbau: Gebäudehülle,4
B05.02.003.001,Abbruch,5
B05.02.003.002,Demontage,5
B05.02.003.003,Sortierung,5
B05.02.003.004,Transport,5
B05.02.003.005,Materialbearbeitung,5
B05.02.003.006,Deponie,5
B05.02.003.007,Gebühr,5
B05.02.004,Hochbau: Ausbau,4
B05.02.004.001,Abbruch,5
B05.02.004.002,Demontage,5
B05.02.004.003,Sortierung,5
B05.02.004.004,Transport,5
B05.02.004.005,Materialbearbeitung,5
B05.02.004.006,Deponie,5
B05.02.004.007,Gebühr,5
B05.02.005,Technische Anlagen,4
B05.02.005.001,Abbruch,5
B05.02.005.002,Demontage,5
B05.02.005.003,Sortierung,5
B05.02.005.004,Transport,5
B05.02.005.005,Materialbearbeitung,5
B05.02.005.006,Deponie,5
B05.02.005.007,Gebühr,5
B05.03,Kontaminierter Rückbau ,3
B05.03.000,Kontaminierter Rückbau,4
B05.03.000.000,Kontaminierter Rückbau,5
B05.03.000.001,Baustelleneinrichtung,5
B05.03.000.002,Vorarbeiten und Sondierungen,5
B05.03.000.003,Reinigung,5
B05.03.000.004,Dekontamination,5
B05.03.000.005,Rückbau,5
B05.03.000.006,Triage,5
B05.03.000.007,Aushub,5
B05.03.000.008,Materialbehandlung,5
B05.03.000.009,Transport,5
B05.03.000.010,Materialabgabe,5
B05.03.000.011,Materialverwertung,5
B05.03.000.012,Gebühr,5
B05.03.001,"Brücken-, Strassen- und Tiefbau",4
B05.03.001.001,Baustelleneinrichtung,5
B05.03.001.002,Vorarbeiten und Sondierungen,5
B05.03.001.003,Reinigung,5
B05.03.001.004,Dekontamination,5
B05.03.001.005,Rückbau,5
B05.03.001.006,Triage,5
B05.03.001.007,Aushub,5
B05.03.001.008,Materialbehandlung,5
B05.03.001.009,Transport,5
B05.03.001.010,Materialabgabe,5
B05.03.001.011,Materialverwertung,5
B05.03.001.012,Gebühr,5
B05.03.002,Hochbau: Rohbau,4
B05.03.002.001,Baustelleneinrichtung,5
B05.03.002.002,Vorarbeiten und Sondierungen,5
B05.03.002.003,Reinigung,5
B05.03.002.004,Dekontamination,5
B05.03.002.005,Rückbau,5
B05.03.002.006,Triage,5
B05.03.002.007,Aushub,5
B05.03.002.008,Materialbehandlung,5
B05.03.002.009,Transport,5
B05.03.002.010,Materialabgabe,5
B05.03.002.011,Materialverwertung,5
B05.03.002.012,Gebühr,5
B05.03.003,Hochbau: Gebäudehülle,4
B05.03.003.001,Baustelleneinrichtung,5
B05.03.003.002,Vorarbeiten und Sondierungen,5
B05.03.003.003,Reinigung,5
B05.03.003.004,Dekontamination,5
B05.03.003.005,Rückbau,5
B05.03.003.006,Triage,5
B05.03.003.007,Aushub,5
B05.03.003.008,Materialbehandlung,5
B05.03.003.009,Transport,5
B05.03.003.010,Materialabgabe,5
B05.03.003.011,Materialverwertung,5
B05.03.003.012,Gebühr,5
B05.03.004,Hochbau: Ausbau,4
B05.03.004.001,Baustelleneinrichtung,5
B05.03.004.002,Vorarbeiten und Sondierungen,5
B05.03.004.003,Reinigung,5
B05.03.004.004,Dekontamination,5
B05.03.004.005,Rückbau,5
B05.03.004.006,Triage,5
B05.03.004.007,Aushub,5
B05.03.004.008,Materialbehandlung,5
B05.03.004.009,Transport,5
B05.03.004.010,Materialabgabe,5
B05.03.004.011,Materialverwertung,5
B05.03.004.012,Gebühr,5
B05.03.005,Technische Anlagen,4
B05.03.005.001,Baustelleneinrichtung,5
B05.03.005.002,Vorarbeiten und Sondierungen,5
B05.03.005.003,Reinigung,5
B05.03.005.004,Dekontamination,5
B05.03.005.005,Rückbau,5
B05.03.005.006,Triage,5
B05.03.005.007,Aushub,5
B05.03.005.008,Materialbehandlung,5
B05.03.005.009,Transport,5
B05.03.005.010,Materialabgabe,5
B05.03.005.011,Materialverwertung,5
B05.03.005.012,Gebühr,5
B06,Baugrube,2
B06.01,Nicht kontaminierter Aushub,3
B06.01.000,Nicht kontaminierter Aushub,4
B06.01.000.000,Nicht kontaminierter Aushub,5
B06.01.000.001,Baustelleneinrichtung,5
B06.01.000.002,Abtrag,5
B06.01.000.003,Zwischenlagerung,5
B06.01.000.004,Auflad,5
B06.01.000.005,Anlegen,5
B06.01.000.006,Nachbearbeitung,5
B06.01.000.007,Ansaat,5
B06.01.000.008,Aushub,5
B06.01.000.009,Böschung,5
B06.01.000.010,Planum,5
B06.01.000.011,Materialersatz,5
B06.01.000.012,Fundationsschicht,5
B06.01.000.013,Unterlagsbeton,5
B06.01.000.014,Negativbeton,5
B06.01.000.015,Transport,5
B06.01.000.016,Materialbearbeitung,5
B06.01.000.017,Deponie,5
B06.01.000.018,Gebühr,5
B06.01.001,Ungespriesste Baugrube,4
B06.01.001.001,Baustelleneinrichtung,5
B06.01.001.002,Abtrag,5
B06.01.001.003,Zwischenlagerung,5
B06.01.001.004,Auflad,5
B06.01.001.005,Anlegen,5
B06.01.001.006,Nachbearbeitung,5
B06.01.001.007,Ansaat,5
B06.01.001.008,Aushub,5
B06.01.001.009,Böschung,5
B06.01.001.010,Planum,5
B06.01.001.011,Materialersatz,5
B06.01.001.012,Fundationsschicht,5
B06.01.001.013,Unterlagsbeton,5
B06.01.001.014,Negativbeton,5
B06.01.001.015,Transport,5
B06.01.001.016,Materialbearbeitung,5
B06.01.001.017,Deponie,5
B06.01.001.018,Gebühr,5
B06.01.002,Gespriesste Baugrube,4
B06.01.002.001,Baustelleneinrichtung,5
B06.01.002.002,Abtrag,5
B06.01.002.003,Zwischenlagerung,5
B06.01.002.004,Auflad,5
B06.01.002.005,Anlegen,5
B06.01.002.006,Nachbearbeitung,5
B06.01.002.007,Ansaat,5
B06.01.002.008,Aushub,5
B06.01.002.009,Böschung,5
B06.01.002.010,Planum,5
B06.01.002.011,Materialersatz,5
B06.01.002.012,Fundationsschicht,5
B06.01.002.013,Unterlagsbeton,5
B06.01.002.014,Negativbeton,5
B06.01.002.015,Transport,5
B06.01.002.016,Materialbearbeitung,5
B06.01.002.017,Deponie,5
B06.01.002.018,Gebühr,5
B06.01.003,Rückverankerte Baugrube,4
B06.01.003.001,Baustelleneinrichtung,5
B06.01.003.002,Abtrag,5
B06.01.003.003,Zwischenlagerung,5
B06.01.003.004,Auflad,5
B06.01.003.005,Anlegen,5
B06.01.003.006,Nachbearbeitung,5
B06.01.003.007,Ansaat,5
B06.01.003.008,Aushub,5
B06.01.003.009,Böschung,5
B06.01.003.010,Planum,5
B06.01.003.011,Materialersatz,5
B06.01.003.012,Fundationsschicht,5
B06.01.003.013,Unterlagsbeton,5
B06.01.003.014,Negativbeton,5
B06.01.003.015,Transport,5
B06.01.003.016,Materialbearbeitung,5
B06.01.003.017,Deponie,5
B06.01.003.018,Gebühr,5
B06.02,Kontaminierter Aushub,3
B06.02.000,Kontaminierter Aushub,4
B06.02.000.000,Kontaminierter Aushub,5
B06.02.000.001,Baustelleneinrichtung,5
B06.02.000.002,Vorarbeiten und Sondierungen,5
B06.02.000.003,Dekontamination,5
B06.02.000.004,Triage,5
B06.02.000.005,Aushub,5
B06.02.000.006,Materialbehandlung,5
B06.02.000.007,Transport,5
B06.02.000.008,Materialabgabe,5
B06.02.000.009,Materialverwertung,5
B06.02.000.010,Gebühr,5
B06.02.001,Ungespriesste Baugrube,4
B06.02.001.001,Baustelleneinrichtung,5
B06.02.001.002,Vorarbeiten und Sondierungen,5
B06.02.001.003,Dekontamination,5
B06.02.001.004,Triage,5
B06.02.001.005,Aushub,5
B06.02.001.006,Materialbehandlung,5
B06.02.001.007,Transport,5
B06.02.001.008,Materialabgabe,5
B06.02.001.009,Materialverwertung,5
B06.02.001.010,Gebühr,5
B06.02.002,Gespriesste Baugrube,4
B06.02.002.001,Baustelleneinrichtung,5
B06.02.002.002,Vorarbeiten und Sondierungen,5
B06.02.002.003,Dekontamination,5
B06.02.002.004,Triage,5
B06.02.002.005,Aushub,5
B06.02.002.006,Materialbehandlung,5
B06.02.002.007,Transport,5
B06.02.002.008,Materialabgabe,5
B06.02.002.009,Materialverwertung,5
B06.02.002.010,Gebühr,5
B06.02.003,Rückverankerte Baugrube,4
B06.02.003.001,Baustelleneinrichtung,5
B06.02.003.002,Vorarbeiten und Sondierungen,5
B06.02.003.003,Dekontamination,5
B06.02.003.004,Triage,5
B06.02.003.005,Aushub,5
B06.02.003.006,Materialbehandlung,5
B06.02.003.007,Transport,5
B06.02.003.008,Materialabgabe,5
B06.02.003.009,Materialverwertung,5
B06.02.003.010,Gebühr,5
B06.03,Böschungssicherung,3
B06.03.000,Böschungssicherung,4
B06.03.000.000,Böschungssicherung,5
B06.03.000.001,Kunststofffolien,5
B06.03.000.002,Drahtgeflechte,5
B06.03.000.003,Bewehrungsmatten,5
B06.03.000.004,Geogitter,5
B06.03.000.005,Sickerbeton,5
B06.03.000.006,Verankerung,5
B06.03.000.007,Nagelwand,5
B06.03.001,Böschungsabdeckung,4
B06.03.001.001,Kunststofffolien,5
B06.03.001.002,Drahtgeflechte,5
B06.03.001.003,Bewehrungsmatten,5
B06.03.001.004,Geogitter,5
B06.03.001.005,Sickerbeton,5
B06.03.002,Böschungssicherung,4
B06.03.002.006,Verankerung,5
B06.03.002.007,Nagelwand,5
B06.04,Baugrubenabschluss,3
B06.04.000,Baugrubenabschluss,4
B06.04.000.000,Baugrubenabschluss,5
B06.04.000.001,Baustelleneinrichtung,5
B06.04.000.002,Abschluss,5
B06.04.000.003,Setzungsmessung,5
B06.04.000.004,Erdarbeiten,5
B06.04.000.005,Rückbau,5
B06.04.001,Spundwand,4
B06.04.001.001,Baustelleneinrichtung,5
B06.04.001.002,Abschluss,5
B06.04.001.003,Setzungsmessung,5
B06.04.001.004,Erdarbeiten,5
B06.04.001.005,Rückbau,5
B06.04.002,Schlitzwand,4
B06.04.002.001,Baustelleneinrichtung,5
B06.04.002.002,Abschluss,5
B06.04.002.003,Setzungsmessung,5
B06.04.002.004,Erdarbeiten,5
B06.04.002.005,Rückbau,5
B06.04.003,Rühlwand,4
B06.04.003.001,Baustelleneinrichtung,5
B06.04.003.002,Abschluss,5
B06.04.003.003,Setzungsmessung,5
B06.04.003.004,Erdarbeiten,5
B06.04.003.005,Rückbau,5
B06.04.004,Pfahlwand,4
B06.04.004.001,Baustelleneinrichtung,5
B06.04.004.002,Abschluss,5
B06.04.004.003,Setzungsmessung,5
B06.04.004.004,Erdarbeiten,5
B06.04.004.005,Rückbau,5
B06.04.005,Ausfachung,4
B06.04.005.001,Baustelleneinrichtung,5
B06.04.005.002,Abschluss,5
B06.04.005.003,Setzungsmessung,5
B06.04.005.004,Erdarbeiten,5
B06.04.005.005,Rückbau,5
B06.04.006,Aussteifung,4
B06.04.006.001,Baustelleneinrichtung,5
B06.04.006.002,Abschluss,5
B06.04.006.003,Setzungsmessung,5
B06.04.006.004,Erdarbeiten,5
B06.04.006.005,Rückbau,5
B06.04.007,Verankerung,4
B06.04.007.001,Baustelleneinrichtung,5
B06.04.007.002,Abschluss,5
B06.04.007.003,Setzungsmessung,5
B06.04.007.004,Erdarbeiten,5
B06.04.007.005,Rückbau,5
B06.05,Materialeinbau,3
B06.05.000,Materialeinbau,4
B06.05.000.000,Materialeinbau,5
B06.05.000.001,Hinterfüllung,5
B06.05.000.002,Verdichtung,5
B06.05.000.003,Lieferung,5
B06.05.001,Fremdmaterial,4
B06.05.001.001,Hinterfüllung,5
B06.05.001.002,Verdichtung,5
B06.05.001.003,Lieferung,5
B06.05.002,Lagermaterial,4
B06.05.002.001,Hinterfüllung,5
B06.05.002.002,Verdichtung,5
B06.06,Wasserhaltung,3
B06.06.000,Wasserhaltung,4
B06.06.000.000,Wasserhaltung,5
B06.06.001,Offene Wasserhaltung,4
B06.06.002,Vakuumverfahren,4
B06.06.003,Filterbrunnen,4
B06.06.004,Piezometer,4
B06.06.005,Dokumentation,4
B06.06.006,Alarmierung,4
B07,"Baugrundverbesserung, Bauwerkssicherung",2
B07.01,Verbesserung Baugrund,3
B07.01.000,Verbesserung Baugrund,4
B07.01.000.000,Verbesserung Baugrund,5
B07.01.001,Bodenstabilisierung im Ortsmischverfahren (Mixed-in-Place),4
B07.01.002,Materialstabilisierung im Zentralmischverfahren (Mixed-in-Plant),4
B07.01.003,Tiefenverdichtung,4
B07.01.004,Injektionen,4
B07.01.005,Jetting,4
B07.01.006,Materialersatz,4
B07.02,Pfählung,3
B07.02.000,Pfählung,4
B07.02.000.000,Pfählung,5
B07.02.000.001,Pfahl,5
B07.02.000.002,Erdarbeiten,5
B07.02.000.003,Freilegung von Pfahlköpfen,5
B07.02.001,Ortbeton-Bohrpfahl,4
B07.02.001.001,Pfahl,5
B07.02.001.002,Erdarbeiten,5
B07.02.001.003,Freilegung von Pfahlköpfen,5
B07.02.002,Verdrängungspfahl,4
B07.02.002.001,Pfahl,5
B07.02.002.002,Erdarbeiten,5
B07.02.002.003,Freilegung von Pfahlköpfen,5
B07.02.003,Mikropfahl,4
B07.02.003.001,Pfahl,5
B07.02.003.002,Erdarbeiten,5
B07.02.003.003,Freilegung von Pfahlköpfen,5
B07.02.004,Presspfahl,4
B07.02.004.001,Pfahl,5
B07.02.004.002,Erdarbeiten,5
B07.02.004.003,Freilegung von Pfahlköpfen,5
B07.02.005,Injektionspfahl,4
B07.02.005.001,Pfahl,5
B07.02.005.002,Erdarbeiten,5
B07.02.005.003,Freilegung von Pfahlköpfen,5
B07.03,Unterfangung Bauwerk,3
B07.03.000,Unterfangung Bauwerk,4
B07.03.000.000,Unterfangung Bauwerk,5
B07.03.000.001,Baustelleneinrichtung,5
B07.03.000.002,Demontagen,5
B07.03.000.003,Abbrüche,5
B07.03.000.004,Ausbrüche,5
B07.03.000.005,Sicherungskonstruktionen,5
B07.03.000.006,Aussteifungen,5
B07.03.000.007,Abspannungen,5
B07.03.000.008,Verspannungen,5
B07.03.000.009,Spriessungen,5
B07.03.000.010,Transporte,5
B07.03.000.011,Lagerungen,5
B07.03.000.012,Beton- und Stahlbetonarbeiten,5
B07.03.000.013,Stahlkonstruktionen,5
B07.03.000.014,Unterspannungen,5
B07.03.000.015,Überspannungen,5
B07.03.000.016,Klebebewehrungen,5
B07.03.000.017,Verbundträger,5
B07.03.000.018,Geschweisste Verstärkungen,5
B07.03.001,Unterfangung Bauwerk,4
B07.03.001.001,Baustelleneinrichtung,5
B07.03.001.002,Demontagen,5
B07.03.001.003,Abbrüche,5
B07.03.001.004,Ausbrüche,5
B07.03.001.005,Sicherungskonstruktionen,5
B07.03.001.006,Aussteifungen,5
B07.03.001.007,Abspannungen,5
B07.03.001.008,Verspannungen,5
B07.03.001.009,Spriessungen,5
B07.03.001.010,Transporte,5
B07.03.001.011,Lagerungen,5
B07.03.001.012,Beton- und Stahlbetonarbeiten,5
B07.03.001.013,Stahlkonstruktionen,5
B07.03.001.014,Unterspannungen,5
B07.03.001.015,Überspannungen,5
B07.03.001.016,Klebebewehrungen,5
B07.03.001.017,Verbundträger,5
B07.03.001.018,Geschweisste Verstärkungen,5
B07.03.002,Unterfangung Bauteil,4
B07.03.002.001,Baustelleneinrichtung,5
B07.03.002.002,Demontagen,5
B07.03.002.003,Abbrüche,5
B07.03.002.004,Ausbrüche,5
B07.03.002.005,Sicherungskonstruktionen,5
B07.03.002.006,Aussteifungen,5
B07.03.002.007,Abspannungen,5
B07.03.002.008,Verspannungen,5
B07.03.002.009,Spriessungen,5
B07.03.002.010,Transporte,5
B07.03.002.011,Lagerungen,5
B07.03.002.012,Beton- und Stahlbetonarbeiten,5
B07.03.002.013,Stahlkonstruktionen,5
B07.03.002.014,Unterspannungen,5
B07.03.002.015,Überspannungen,5
B07.03.002.016,Klebebewehrungen,5
B07.03.002.017,Verbundträger,5
B07.03.002.018,Geschweisste Verstärkungen,5
B07.04,Sicherung Bauwerk,3
B07.04.000,Sicherung Bauwerk,4
B07.04.000.000,Sicherung Bauwerk,5
B07.04.000.001,Baustelleneinrichtung,5
B07.04.000.002,Demontagen,5
B07.04.000.003,Abbrüche,5
B07.04.000.004,Ausbrüche,5
B07.04.000.005,Sicherungskonstruktionen,5
B07.04.000.006,Aussteifungen,5
B07.04.000.007,Abspannungen,5
B07.04.000.008,Verspannungen,5
B07.04.000.009,Spriessungen,5
B07.04.000.010,Transporte,5
B07.04.000.011,Lagerungen,5
B07.04.000.012,Beton- und Stahlbetonarbeiten,5
B07.04.000.013,Stahlkonstruktionen,5
B07.04.000.014,Unterspannungen,5
B07.04.000.015,Überspannungen,5
B07.04.000.016,Klebebewehrungen,5
B07.04.000.017,Verbundträger,5
B07.04.000.018,Geschweisste Verstärkungen,5
B07.04.001,Sicherung Bauwerk,4
B07.04.001.001,Baustelleneinrichtung,5
B07.04.001.002,Demontagen,5
B07.04.001.003,Abbrüche,5
B07.04.001.004,Ausbrüche,5
B07.04.001.005,Sicherungskonstruktionen,5
B07.04.001.006,Aussteifungen,5
B07.04.001.007,Abspannungen,5
B07.04.001.008,Verspannungen,5
B07.04.001.009,Spriessungen,5
B07.04.001.010,Transporte,5
B07.04.001.011,Lagerungen,5
B07.04.001.012,Beton- und Stahlbetonarbeiten,5
B07.04.001.013,Stahlkonstruktionen,5
B07.04.001.014,Unterspannungen,5
B07.04.001.015,Überspannungen,5
B07.04.001.016,Klebebewehrungen,5
B07.04.001.017,Verbundträger,5
B07.04.001.018,Geschweisste Verstärkungen,5
B07.04.002,Sicherung Bauteil,4
B07.04.002.001,Baustelleneinrichtung,5
B07.04.002.002,Demontagen,5
B07.04.002.003,Abbrüche,5
B07.04.002.004,Ausbrüche,5
B07.04.002.005,Sicherungskonstruktionen,5
B07.04.002.006,Aussteifungen,5
B07.04.002.007,Abspannungen,5
B07.04.002.008,Verspannungen,5
B07.04.002.009,Spriessungen,5
B07.04.002.010,Transporte,5
B07.04.002.011,Lagerungen,5
B07.04.002.012,Beton- und Stahlbetonarbeiten,5
B07.04.002.013,Stahlkonstruktionen,5
B07.04.002.014,Unterspannungen,5
B07.04.002.015,Überspannungen,5
B07.04.002.016,Klebebewehrungen,5
B07.04.002.017,Verbundträger,5
B07.04.002.018,Geschweisste Verstärkungen,5
B08,Gerüst,2
B08.01,Fassadengerüst,3
B08.01.000,Fassadengerüst,4
B08.01.000.000,Fassadengerüst,5
B08.01.000.001,Gerüst,5
B08.01.000.002,Baustelleneinrichtung,5
B08.01.000.003,"Vorarbeiten für Abstellbasis, Abdeckung, Tragkonsolen und dgl.",5
B08.01.000.004,Signalisierung und Abschrankungen,5
B08.01.000.005,Bauliche Schutzmassnahmen,5
B08.01.000.006,Bauschuttrutschen,5
B08.01.000.007,Mehrleistungen,5
B08.01.000.008,Gerüstergänzungen zu Fassadengerüsten,5
B08.01.000.009,Gerüstergänzungen im Dachbereich,5
B08.01.000.010,Gerüstergänzungen im Fassadenbereich,5
B08.01.000.011,Schutzeinrichtungen,5
B08.01.000.012,Gerüstbekleidungen,5
B08.01.000.013,Regenschutzdächer,5
B08.01.000.014,Gerüstaufgänge,5
B08.01.001,Fassadengerüst Lastklasse 3,4
B08.01.001.001,Gerüst,5
B08.01.001.002,Baustelleneinrichtung,5
B08.01.001.003,"Vorarbeiten für Abstellbasis, Abdeckung, Tragkonsolen und dgl.",5
B08.01.001.004,Signalisierung und Abschrankungen,5
B08.01.001.005,Bauliche Schutzmassnahmen,5
B08.01.001.006,Bauschuttrutschen,5
B08.01.001.007,Mehrleistungen,5
B08.01.001.008,Gerüstergänzungen zu Fassadengerüsten,5
B08.01.001.009,Gerüstergänzungen im Dachbereich,5
B08.01.001.010,Gerüstergänzungen im Fassadenbereich,5
B08.01.001.011,Schutzeinrichtungen,5
B08.01.001.012,Gerüstbekleidungen,5
B08.01.001.013,Regenschutzdächer,5
B08.01.001.014,Gerüstaufgänge,5
B08.01.002,Fassadengerüst Lastklasse 4,4
B08.01.002.001,Gerüst,5
B08.01.002.002,Baustelleneinrichtung,5
B08.01.002.003,"Vorarbeiten für Abstellbasis, Abdeckung, Tragkonsolen und dgl.",5
B08.01.002.004,Signalisierung und Abschrankungen,5
B08.01.002.005,Bauliche Schutzmassnahmen,5
B08.01.002.006,Bauschuttrutschen,5
B08.01.002.007,Mehrleistungen,5
B08.01.002.008,Gerüstergänzungen zu Fassadengerüsten,5
B08.01.002.009,Gerüstergänzungen im Dachbereich,5
B08.01.002.010,Gerüstergänzungen im Fassadenbereich,5
B08.01.002.011,Schutzeinrichtungen,5
B08.01.002.012,Gerüstbekleidungen,5
B08.01.002.013,Regenschutzdächer,5
B08.01.002.014,Gerüstaufgänge,5
B08.01.003,Fassadengerüst Lastklasse 5,4
B08.01.003.001,Gerüst,5
B08.01.003.002,Baustelleneinrichtung,5
B08.01.003.003,"Vorarbeiten für Abstellbasis, Abdeckung, Tragkonsolen und dgl.",5
B08.01.003.004,Signalisierung und Abschrankungen,5
B08.01.003.005,Bauliche Schutzmassnahmen,5
B08.01.003.006,Bauschuttrutschen,5
B08.01.003.007,Mehrleistungen,5
B08.01.003.008,Gerüstergänzungen zu Fassadengerüsten,5
B08.01.003.009,Gerüstergänzungen im Dachbereich,5
B08.01.003.010,Gerüstergänzungen im Fassadenbereich,5
B08.01.003.011,Schutzeinrichtungen,5
B08.01.003.012,Gerüstbekleidungen,5
B08.01.003.013,Regenschutzdächer,5
B08.01.003.014,Gerüstaufgänge,5
B08.01.004,"Fassadengerüst ausserhalb der Lastklassen 3, 4 und 5",4
B08.01.004.001,Gerüst,5
B08.01.004.002,Baustelleneinrichtung,5
B08.01.004.003,"Vorarbeiten für Abstellbasis, Abdeckung, Tragkonsolen und dgl.",5
B08.01.004.004,Signalisierung und Abschrankungen,5
B08.01.004.005,Bauliche Schutzmassnahmen,5
B08.01.004.006,Bauschuttrutschen,5
B08.01.004.007,Mehrleistungen,5
B08.01.004.008,Gerüstergänzungen zu Fassadengerüsten,5
B08.01.004.009,Gerüstergänzungen im Dachbereich,5
B08.01.004.010,Gerüstergänzungen im Fassadenbereich,5
B08.01.004.011,Schutzeinrichtungen,5
B08.01.004.012,Gerüstbekleidungen,5
B08.01.004.013,Regenschutzdächer,5
B08.01.004.014,Gerüstaufgänge,5
B08.02,Arbeitsgerüst,3
B08.02.000,Arbeitsgerüst,4
B08.02.000.000,Arbeitsgerüst,5
B08.02.001,Flächengerüst der Lastklasse 3,4
B08.02.002,Flächengerüst der Lastklasse 4,4
B08.02.003,Flächengerüst der Lastklasse 5,4
B08.02.004,"Flächengerüst der Lastklassen 3, 4 und 5",4
B08.02.005,Kamingerüst,4
B08.02.006,Helmgerüst,4
B08.02.007,Konsolgerüst,4
B08.02.008,Hängegerüst,4
B08.02.009,Rollgerüst,4
B08.02.010,Gerüstturm,4
B08.02.011,Absturzsicherung,4
B08.02.012,Bekleidung,4
B08.02.013,Auffangnetz,4
B08.02.014,Fanggerüst,4
B08.02.015,Baugespann und Visier,4
B08.02.016,Aufzug,4
B08.03,Notdach,3
B08.03.000,Notdach,4
B08.03.000.000,Notdach,5
B08.03.000.001,Provisorium,5
B08.03.000.002,Miete,5
B08.03.000.003,Transporteinrichtung,5
B08.03.000.004,Montage,5
B08.03.000.005,Entsorgung,5
B08.03.001,Notdach,4
B08.03.001.001,Provisorium,5
B08.03.001.002,Miete,5
B08.03.001.003,Transporteinrichtung,5
B08.03.001.004,Montage,5
B08.03.001.005,Entsorgung,5
B08.04,Schutzgerüst,3
B08.04.000,Schutzgerüst,4
B08.04.000.000,Schutzgerüst,5
B08.04.000.001,Gerüst,5
B08.04.000.002,Abstellbasis,5
B08.04.000.003,Fundation für Unterbau,5
B08.04.000.004,Unterbau,5
B08.04.000.005,Einrichten,5
B08.04.000.006,Umstellen,5
B08.04.000.007,Demontage,5
B08.04.000.008,Gerüsthöhe,5
B08.04.000.009,Schutzwand,5
B08.04.000.010,Schutzwandhöhe,5
B08.04.000.011,Schutzwandbekleidung,5
B08.04.000.012,Personenschutz,5
B08.04.000.013,Erdung,5
B08.04.000.014,Rieselschutz auf Gerüstboden,5
B08.04.000.015,Gerüstboden wasserdicht,5
B08.04.000.016,Entwässerung,5
