Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027196;Waende;Interior - 138mm Partition (1-hr);;;3.9870000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.780000000000001;8.2200000000000006
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000271ea;Waende;Interior - 138mm Partition (1-hr);;;2.8420000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;20.520000000000000;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002721c;Waende;Interior - 138mm Partition (1-hr);;;3.7160000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;26.829999999999998;8.2200000000000006
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002723f;Waende;Interior - 138mm Partition (1-hr);;;3.5579999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;25.690000000000001;7.2699999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002729b;Waende;Interior - 138mm Partition (1-hr);;;2.1789999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;15.730000000000000;4.4500000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027395;Waende;Interior - 138mm Partition (1-hr);;;1.0770000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.7800000000000002;2.2000000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000273bf;Waende;Interior - 138mm Partition (1-hr);;;2.9500000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;21.300000000000001;7.2699999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000273fb;Waende;Interior - 138mm Partition (1-hr);;;1.0770000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.7800000000000002;2.2000000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002746f;Waende;Interior - 138mm Partition (1-hr);;;1.0340000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.4600000000000000;2.25
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027499;Waende;Interior - 138mm Partition (1-hr);;;1.0340000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.4600000000000000;2.25
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027526;Waende;Interior - 138mm Partition (1-hr);;;2.2080000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;15.940000000000000;5.2000000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002785b;Waende;Interior - 138mm Partition (1-hr);;;1.3029999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;9.4100000000000001;2.7999999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002787b;Waende;Interior - 138mm Partition (1-hr);;;0.72699999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;5.25;2.6699999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000278e7;Waende;Storefront;;;0;m3;;;;27.910000000000000;7.9600000000000000
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027a4d;Waende;Interior - 138mm Partition (1-hr);;;14.577000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;105.25;32.600000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027adc;Waende;Storefront;;;0;m3;;;;11.990000000000000;3.4600000000000000
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027e8c;Waende;Interior - 138mm Partition (1-hr);;;4.2820000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.920000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027ea5;Waende;Interior - 138mm Partition (1-hr);;;4.2820000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.920000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00027ec5;Waende;Interior - 138mm Partition (1-hr);;;4.2820000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.920000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028130;Waende;Interior - 138mm Partition (1-hr);;;4.0119999999999996;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.969999999999999;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000281a7;Waende;Interior - 138mm Partition (1-hr);;;4.2820000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.920000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000281ce;Waende;Interior - 138mm Partition (1-hr);;;4.2690000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.820000000000000;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000281f9;Waende;Interior - 138mm Partition (1-hr);;;3.9990000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.870000000000001;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002821d;Waende;Interior - 138mm Partition (1-hr);;;4.2690000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.820000000000000;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028241;Waende;Interior - 138mm Partition (1-hr);;;3.9990000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.870000000000001;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028497;Waende;Interior - 138mm Partition (1-hr);;;1.5060000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;10.869999999999999;3.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002854c;Waende;Interior - 138mm Partition (1-hr);;;4.3099999999999996;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;31.120000000000001;8.2599999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028575;Waende;Interior - 138mm Partition (1-hr);;;1.2380000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.9399999999999995;2.3500000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028576;Waende;Interior - 138mm Partition (1-hr);;;1.3310000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;9.6099999999999994;2.6699999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028577;Waende;Interior - 138mm Partition (1-hr);;;4.2930000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;31.0;8.3800000000000008
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000285ee;Waende;Interior - 138mm Partition (1-hr);;;4.2930000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;31.0;8.3800000000000008
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028742;Waende;Interior - 138mm Partition (1-hr);;;0.24199999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;1.8400000000000001;2.8999999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028743;Waende;Interior - 138mm Partition (1-hr);;;0.66900000000000004;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;4.9400000000000004;8.0299999999999994
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028744;Waende;Interior - 138mm Partition (1-hr);;;0.23100000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;1.7600000000000000;2.8999999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028745;Waende;Interior - 138mm Partition (1-hr);;;0.68400000000000005;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;5.2000000000000002;8.0299999999999994
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028752;Waende;Interior - 138mm Partition (1-hr);;;0.245;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;1.8600000000000001;2.9300000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028753;Waende;Interior - 138mm Partition (1-hr);;;0.66900000000000004;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;4.9400000000000004;8.0299999999999994
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028754;Waende;Interior - 138mm Partition (1-hr);;;0.23300000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;1.7800000000000000;2.9300000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028755;Waende;Interior - 138mm Partition (1-hr);;;0.68400000000000005;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;5.2000000000000002;8.0299999999999994
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028761;Waende;Interior - 138mm Partition (1-hr);;;0.245;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;1.8600000000000001;2.9300000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028762;Waende;Interior - 138mm Partition (1-hr);;;0.66900000000000004;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;4.9400000000000004;8.0299999999999994
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028763;Waende;Interior - 138mm Partition (1-hr);;;0.23300000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;1.7800000000000000;2.9300000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028764;Waende;Interior - 138mm Partition (1-hr);;;0.68400000000000005;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;5.2000000000000002;8.0299999999999994
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028e7c;Waende;Parapet Wall;;;1.9700000000000000;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;6.7900000000000000;11.029999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028f35;Waende;Parapet Wall;;;6.4770000000000003;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;22.329999999999998;37.219999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00028ffe;Waende;Parapet Wall;;;9.3940000000000001;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;32.390000000000001;53.990000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002907a;Waende;Parapet Wall;;;11.551000000000000;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;39.829999999999998;66.379999999999995
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000290c1;Waende;Parapet Wall;;;1.9150000000000000;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;6.5999999999999996;11.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00029183;Waende;Parapet Wall;;;5.7100000000000000;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;29.570000000000000;49.280000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002920a;Waende;Parapet Wall;;;3.6930000000000001;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;19.170000000000002;31.949999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002925b;Waende;Parapet Wall;;;2.3010000000000002;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm);290;11.900000000000000;20.120000000000001
racadvancedsampleproject;f1268bbe-9264-4ea5-b30b-6919ab197ea7-000295ba;Waende;Exterior Curtain Wall;;;0;m3;;;;20.059999999999999;2.8900000000000001
racadvancedsampleproject;f1268bbe-9264-4ea5-b30b-6919ab197ea7-00029682;Waende;Exterior Curtain Wall;;;0;m3;;;;20.059999999999999;2.8900000000000001
racadvancedsampleproject;f1268bbe-9264-4ea5-b30b-6919ab197ea7-0002972a;Waende;Exterior - Insulation on Masonry;;;9.5790000000000006;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;31.609999999999999;8.4700000000000006
racadvancedsampleproject;9e94f57c-3b96-47ee-8d6b-c46d9346a9cb-0002c838;Waende;Exterior - Insulation on Masonry;;;27.178999999999998;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;90.870000000000005;8.2899999999999991
racadvancedsampleproject;5bbf8047-337a-468f-98e7-d037aa536b9a-0002dc57;Waende;Interior - 138mm Partition (1-hr);;;0.81100000000000005;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;5.8499999999999996;1.7400000000000000
racadvancedsampleproject;cf8cfcc0-c742-4a2a-b6ca-a26573419e10-00030069;Waende;Exterior Curtain Wall;;;0;m3;;;;56.420000000000002;16.260000000000002
racadvancedsampleproject;1832d549-62c0-44df-812c-b19e8965ded5-000238c7;Fenster;0915 x 1220mm;M_Fixed;5;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;1832d549-62c0-44df-812c-b19e8965ded5-00023913;Fenster;0915 x 1220mm;M_Fixed;6;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;1832d549-62c0-44df-812c-b19e8965ded5-00023945;Fenster;0915 x 1220mm;M_Fixed;7;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;1832d549-62c0-44df-812c-b19e8965ded5-00023989;Fenster;0915 x 1220mm;M_Fixed;8;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;1832d549-62c0-44df-812c-b19e8965ded5-000239b3;Fenster;0915 x 1220mm;M_Fixed;9;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;1832d549-62c0-44df-812c-b19e8965ded5-000239e3;Fenster;0915 x 1220mm;M_Fixed;10;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030954;Fenster;0915 x 1220mm;M_Fixed;11;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030987;Fenster;0915 x 1220mm;M_Fixed;12;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-000309b9;Fenster;0915 x 1220mm;M_Fixed;13;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-000309e5;Fenster;0915 x 1220mm;M_Fixed;14;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030a13;Fenster;0915 x 1220mm;M_Fixed;15;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030a31;Fenster;0915 x 1220mm;M_Fixed;16;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030a57;Fenster;0915 x 1220mm;M_Fixed;17;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030a7b;Fenster;0915 x 1220mm;M_Fixed;18;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030a95;Fenster;0915 x 1220mm;M_Fixed;19;1;Stk;02 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030ac0;Fenster;0915 x 1220mm;M_Fixed;20;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030aea;Fenster;0915 x 1220mm;M_Fixed;21;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030b0c;Fenster;0915 x 1220mm;M_Fixed;22;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030b2c;Fenster;0915 x 1220mm;M_Fixed;23;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030b56;Fenster;0915 x 1220mm;M_Fixed;24;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030b86;Fenster;0915 x 1220mm;M_Fixed;25;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030ba0;Fenster;0915 x 1220mm;M_Fixed;26;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030bbe;Fenster;0915 x 1220mm;M_Fixed;27;1;Stk;03 - Floor;;;;
racadvancedsampleproject;110717dd-74ae-4656-b586-fb1c03e9905a-00030bd8;Fenster;0915 x 1220mm;M_Fixed;28;1;Stk;03 - Floor;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b3a0;Raeume;;;;38.659999999999997;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b498;Raeume;;;;323.58999999999997;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b499;Raeume;;;;143.62000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b49a;Raeume;;;;22.180000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b49b;Raeume;;;;8.4600000000000009;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b49c;Raeume;;;;5.6900000000000004;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b49d;Raeume;;;;41.460000000000001;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b49e;Raeume;;;;15.310000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b49f;Raeume;;;;15.710000000000001;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a0;Raeume;;;;9.6999999999999993;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a1;Raeume;;;;5.5800000000000001;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a2;Raeume;;;;18.620000000000001;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a3;Raeume;;;;52.399999999999999;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a4;Raeume;;;;8.9000000000000004;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a5;Raeume;;;;17.379999999999999;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a6;Raeume;;;;48.049999999999997;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a7;Raeume;;;;38.850000000000001;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a8;Raeume;;;;31.230000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4a9;Raeume;;;;124.63000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4aa;Raeume;;;;18.930000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4ac;Raeume;;;;7.0800000000000001;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4ad;Raeume;;;;38.490000000000002;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4ae;Raeume;;;;13.690000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b0;Raeume;;;;13.119999999999999;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b1;Raeume;;;;132.75999999999999;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b2;Raeume;;;;88.370000000000005;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b3;Raeume;;;;47.399999999999999;m2;01 - Entry Level;;;;
