Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m;BKP_Code;BKP_Beschreibung;KI_Konfidenz
Snowdon Towers Sample Architectural;8479a7a8-b6cd-4302-b8e5-779806b99827-0015dfb2;Tueren;"32"" x 84""";Door-Opening;202OPN;1.0;Stk;L2;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;8479a7a8-b6cd-4302-b8e5-779806b99827-0015e0a0;Tueren;"32"" x 84""";Door-Opening;303OPN;1.0;Stk;L3;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;8479a7a8-b6cd-4302-b8e5-779806b99827-0015e0a6;Tueren;"32"" x 84""";Door-Opening;403OPN;1.0;Stk;L4;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;dcc587fa-1f2b-4d8c-8c71-3fdaf4a8796b-00161331;Tueren;Door-Curtain-Wall-Double-Storefront;Door-Curtain-Wall-Double-Storefront;105D;1.0;Stk;L1 - Block 37;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;1f1e5076-8f55-4b3c-8645-2627b6b746f5-00161816;Tueren;Door-Curtain-Wall-Double-Storefront;Door-Curtain-Wall-Double-Storefront;218;1.0;Stk;L1 - Block 37;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;db525a87-c1fe-4551-8adc-82d12beb9a7b-0016fc30;Tueren;"78"" x 108""";Door-Exterior-Revolving-Full Glass-Metal;106C;1.0;Stk;L1 - Block 37;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;db525a87-c1fe-4551-8adc-82d12beb9a7b-00171d24;Tueren;"36"" x 96"" Storefront";Door-Passage-Single-Full_Lite;106D;1.0;Stk;L1 - Block 37;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;02905f62-57a3-43b4-9c0c-fe27c6fc0763-001723db;Tueren;"36"" x 96"" Storefront";Door-Passage-Single-Full_Lite;106B;1.0;Stk;L1 - Block 37;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;61a32cf2-3b05-44a5-a32b-59b97361a46a-0017c61b;Tueren;"36"" x 84"" (45 MIN)";Door-Passage-Single-Flush;106A;1.0;Stk;L1 - Block 37;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;8dc2fb7a-2384-4c54-b8da-6b82510ec19f-0018517d;Tueren;Door-Curtain-Wall-Double-Storefront;Door-Curtain-Wall-Double-Storefront;109A;1.0;Stk;L1 - Block 43;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;8dc2fb7a-2384-4c54-b8da-6b82510ec19f-001853a1;Tueren;Door-Curtain-Wall-Double-Storefront;Door-Curtain-Wall-Double-Storefront;108D;1.0;Stk;L1 - Block 43;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;8dc2fb7a-2384-4c54-b8da-6b82510ec19f-001853fa;Tueren;Door-Curtain-Wall-Double-Storefront;Door-Curtain-Wall-Double-Storefront;108C;1.0;Stk;L1 - Block 43;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;29948af7-066b-44c9-b460-4e3a3567113b-001923cf;Tueren;Door-Curtain-Wall-Single-Storefront;Door-Curtain-Wall-Single-Storefront;S31B;1.0;Stk;L1 - Block 43;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;5378609a-761a-4d09-b798-7d24d0ccfac0-0019d9ee;Tueren;"36"" x 84""";Door-Passage-Single-Flush;S31A;1.0;Stk;L1 - Block 43;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;5378609a-761a-4d09-b798-7d24d0ccfac0-0019da0b;Tueren;"36"" x 84"" (60 MIN)";Door-Passage-Single-Flush;P01;1.0;Stk;Parking;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4bc8;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;205D;1.0;Stk;L2;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4bc9;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;504A;1.0;Stk;L5;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4bca;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;401C;1.0;Stk;L4;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4bcb;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;410C;1.0;Stk;L4;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4bcc;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;301A;1.0;Stk;L3;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4bcd;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;307D;1.0;Stk;L3;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;35cfa5b9-de5f-4420-a6de-5f4d25808246-001d52ad;Tueren;"60"" x 84""";Door-Opening;109OPN;1.0;Stk;L1 - Block 43;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;387132aa-2dd0-4a2d-83ed-7274e95a27e3-001ee154;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;406A;1.0;Stk;L4;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;9f970bb1-5e04-45e2-843c-2879d2bf99cc-00202a53;Tueren;"36"" x 89"" (90 MIN)";Door-Passage-Single-Two_Lite;506A;1.0;Stk;L5;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;ffb1bd45-7525-458f-875d-bbc732eece6a-00212ca0;Tueren;"36"" x 84"" (60 MIN)";Door-Passage-Single-Flush;406B;1.0;Stk;L4;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;19555c97-12ed-4ef6-b11d-fa320014911c-0022955b;Tueren;"32"" x 84""";Door-Opening;405OPN;1.0;Stk;L4;;;;;J;Ausstattung Gebäude;0.9
Snowdon Towers Sample Architectural;715ba9fc-f6f7-442b-86be-87f460856a1d-0009997f;Boeden;Stair Landing Steel Plate;;;4.49;m2;L1 - Block 35;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;715ba9fc-f6f7-442b-86be-87f460856a1d-00099f77;Boeden;Stair Landing Steel Plate;;;4.49;m2;L3;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;715ba9fc-f6f7-442b-86be-87f460856a1d-00099f86;Boeden;Stair Landing Steel Plate;;;4.49;m2;L4;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;715ba9fc-f6f7-442b-86be-87f460856a1d-00099f95;Boeden;Stair Landing Steel Plate;;;4.49;m2;L5;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;715ba9fc-f6f7-442b-86be-87f460856a1d-00099fa4;Boeden;Stair Landing Steel Plate;;;4.49;m2;L2;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;715ba9fc-f6f7-442b-86be-87f460856a1d-00099fb3;Boeden;Stair Landing Steel Plate;;;4.61;m2;R2;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;07d0ca4c-a584-42fc-98d1-57aee4729535-000a1378;Boeden;Stair Landing Steel Plate;;;5.44;m2;L1 - Block 43;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;6b975e2a-0efd-4b6a-a111-fc5906d0b3ca-000ab901;Boeden;Stair Landing Steel Plate;;;3.41;m2;R2;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;7d4c59c2-0aac-446c-afeb-743c5ba1d955-000b3194;Boeden;Finish Floor - Ceramic Tile (Wood);;;60.14;m2;L1 - Block 35;Ceramic - Wood Pattern [Finish 1] (13 mm) | Concrete, Precast [Tragend] (140 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;76d1b90c-43bc-4027-9d99-b8556ed101f9-000c2d0c;Boeden;Cores - Mechanical Space;;;12.43;m2;L2;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;ecf24baf-eeef-49d0-a65c-5bdba1823b57-000d3e9a;Boeden;Finish Floor - Polished Concrete (Grey);;;29.72;m2;Green Roof Hardscape;Concrete, Precast Smooth, Light Grey [Tragend] (152 mm);152.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;c1d54505-61c2-449c-9999-8528a85092a8-000d74fd;Boeden;Stair Landing Steel Plate;;;6.73;m2;L1 - Block 37;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;c1d54505-61c2-449c-9999-8528a85092a8-000d7507;Boeden;Stair Landing Steel Plate;;;4.57;m2;L2;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;c1d54505-61c2-449c-9999-8528a85092a8-000d777e;Boeden;Stair Landing Steel Plate;;;4.94;m2;L3;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;c1d54505-61c2-449c-9999-8528a85092a8-000d7790;Boeden;Stair Landing Steel Plate;;;5.25;m2;L4;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;c1d54505-61c2-449c-9999-8528a85092a8-000d77e3;Boeden;Stair Landing Steel Plate;;;5.03;m2;L5;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;c1d54505-61c2-449c-9999-8528a85092a8-000d7832;Boeden;Stair Landing Steel Plate;;;4.63;m2;R2;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;1e1216bb-7a57-4652-adb5-2002d71ed03d-000ddc4b;Boeden;Cores - Mechanical Space;;;12.43;m2;L4;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;1e1216bb-7a57-4652-adb5-2002d71ed03d-000ddd3b;Boeden;Cores - Mechanical Space;;;12.43;m2;L3;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;1e1216bb-7a57-4652-adb5-2002d71ed03d-000dddbe;Boeden;Cores - Mechanical Space;;;12.43;m2;L5;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;d0e26dd0-8481-4417-9d59-3c3cf74d3465-000e361d;Boeden;Finish Floor - Ceramic Tile (Wood);;;82.55;m2;M1;Ceramic - Wood Pattern [Finish 1] (13 mm) | Concrete, Precast [Tragend] (140 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;d8afd5f1-693e-4206-ac75-4628cc97b717-00107df7;Boeden;Roof - Porcelain Float Deck 2'x2';;;28.35;m2;R1;Stone Tiles [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;b7959bd4-f253-45fd-8e32-aeb5622fdb6e-0011c499;Boeden;Sidewalk;;;12.04;m2;L1 - Block 37;Asphalt, Pavement, Light Grey [Tragend] (305 mm);305.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;ae751dab-607e-4e87-89d8-c20f168b02a8-00129de1;Boeden;Roof - Porcelain Float Deck 2'x2';;;9.07;m2;Green Roof Hardscape;Stone Tiles [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;ae751dab-607e-4e87-89d8-c20f168b02a8-00129e65;Boeden;Roof - Porcelain Float Deck 2'x2';;;79.21;m2;Green Roof Hardscape;Stone Tiles [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;ae751dab-607e-4e87-89d8-c20f168b02a8-00129e7d;Boeden;Roof - Porcelain Float Deck 2'x2';;;12.77;m2;Green Roof Hardscape;Stone Tiles [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;30b382b6-087b-407b-9fe7-257a49470bb8-0012ba28;Boeden;Landscape - Lawn;;;64.6;m2;L1 - Block 35;Grass [Tragend] (102 mm);102.0;;;I;Umgebung Gebäude;0.9
Snowdon Towers Sample Architectural;82ec593f-3794-4c2a-abef-4ec683402803-0012db2c;Boeden;Hardscape - Brick Walk;;;29.53;m2;L1 - Block 35;Brick, Common [Finish 2] (102 mm);102.0;;;I;Umgebung Gebäude;0.9
Snowdon Towers Sample Architectural;82ec593f-3794-4c2a-abef-4ec683402803-0012dbe7;Boeden;Landscape - Lawn;;;18.58;m2;L1 - Block 35;Grass [Tragend] (102 mm);102.0;;;I;Umgebung Gebäude;0.9
Snowdon Towers Sample Architectural;67c8725e-6767-456a-a743-b96a80deb581-001408e0;Boeden;Cores - Mechanical Space;;;12.43;m2;L3;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;67c8725e-6767-456a-a743-b96a80deb581-00140919;Boeden;Cores - Mechanical Space;;;12.43;m2;L4;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;67c8725e-6767-456a-a743-b96a80deb581-00140952;Boeden;Cores - Mechanical Space;;;12.43;m2;L5;Plywood, Sheathing [Finish 1] (19 mm) | Metal Stud Layer [Tragend] (92 mm);111.0;;;C;Konstruktion Gebäude;0.9
Snowdon Towers Sample Architectural;df30a047-9a3c-4e12-b62a-7993b5b5e4b5-00152daf;Boeden;Roof - Brick Border;;;1.21;m2;Green Roof Hardscape;Paving - Brick Border [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;df30a047-9a3c-4e12-b62a-7993b5b5e4b5-00152e94;Boeden;Roof - Brick Border;;;3.2;m2;Green Roof Hardscape;Paving - Brick Border [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;df30a047-9a3c-4e12-b62a-7993b5b5e4b5-00152efb;Boeden;Roof - Brick Border;;;1.57;m2;Green Roof Hardscape;Paving - Brick Border [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;df30a047-9a3c-4e12-b62a-7993b5b5e4b5-00152f02;Boeden;Roof - Brick Border;;;3.98;m2;Green Roof Hardscape;Paving - Brick Border [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;2b118248-51bc-4953-8bfb-2c5cf0ba34c2-00154826;Boeden;Roof - Planting Bed;;;21.43;m2;Green Roof Hardscape;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;98fc0674-037e-46de-b878-c5e65f1bd3b9-0015523d;Boeden;Roof - Turf;;;72.24;m2;Green Roof Hardscape;Grass - Turf [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;10264b00-0db3-43a6-8a20-3768430fc7a5-00156100;Boeden;Roof - Decking;;;45.11;m2;Green Roof Hardscape;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;10264b00-0db3-43a6-8a20-3768430fc7a5-001561da;Boeden;Roof - Planting Bed;;;3.93;m2;Green Roof Hardscape;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;10264b00-0db3-43a6-8a20-3768430fc7a5-0015622c;Boeden;Roof - Planting Bed;;;16.56;m2;Green Roof Hardscape;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;ebcc0c44-2887-4da8-a07d-b59d337c134c-00156474;Boeden;Roof - Turf;;;46.79;m2;Green Roof Hardscape;Grass - Turf [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;ebcc0c44-2887-4da8-a07d-b59d337c134c-001564cf;Boeden;Roof - Sculpture Bed;;;0.75;m2;Green Roof Hardscape;Sculpture Bed [Tragend] (127 mm);127.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;ebcc0c44-2887-4da8-a07d-b59d337c134c-001565a5;Boeden;Roof - Sculpture Bed;;;4.15;m2;Green Roof Hardscape;Sculpture Bed [Tragend] (127 mm);127.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;52f41f8d-ae82-4b9b-9b8c-a9d833dac2d4-00156713;Boeden;Roof - Planting Bed;;;9.27;m2;Green Roof Hardscape;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;52f41f8d-ae82-4b9b-9b8c-a9d833dac2d4-001567f4;Boeden;Roof - Decking;;;8.44;m2;Green Roof Hardscape;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;52f41f8d-ae82-4b9b-9b8c-a9d833dac2d4-00156837;Boeden;Roof - Decking;;;6.55;m2;Green Roof Hardscape;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;7db5496c-7eea-41c9-9e5d-ed83f585908c-001568e0;Boeden;Roof - Decking;;;101.03;m2;Green Roof Hardscape;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;5e83bb24-546c-424b-9452-26252fc4ebf6-00156ba3;Boeden;Roof - Decking;;;42.03;m2;Green Roof Hardscape;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;5e83bb24-546c-424b-9452-26252fc4ebf6-00156d95;Boeden;Roof - Decking;;;18.78;m2;Green Roof Hardscape;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;5e83bb24-546c-424b-9452-26252fc4ebf6-00156de4;Boeden;Roof - Planting Bed;;;17.13;m2;Green Roof Hardscape;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;212cf471-6a82-43d5-b289-240f1f14e01f-0015701f;Boeden;Roof - Planting Bed;;;16.96;m2;Green Roof Hardscape;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;212cf471-6a82-43d5-b289-240f1f14e01f-00157162;Boeden;Roof - Sculpture Bed;;;10.24;m2;Green Roof Hardscape;Sculpture Bed [Tragend] (127 mm);127.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;0c477b50-82a2-4f65-89e9-7c35c9f0b267-001571fe;Boeden;Roof - Turf;;;19.28;m2;L5;Grass - Turf [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157360;Boeden;Roof - Planting Bed;;;9.77;m2;L5;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;d6ddcfee-8865-4977-8dd8-c7522cde42fa-001573c2;Boeden;Roof - Planting Bed;;;8.79;m2;L5;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157496;Boeden;Roof - Planting Bed;;;16.88;m2;L5;Planting Bed [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157538;Boeden;Roof - Turf;;;50.34;m2;L5;Grass - Turf [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157576;Boeden;Roof - Turf;;;19.32;m2;L5;Grass - Turf [Tragend] (102 mm);102.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;d6ddcfee-8865-4977-8dd8-c7522cde42fa-001575f0;Boeden;Roof - Sculpture Bed;;;24.66;m2;L5;Sculpture Bed [Tragend] (127 mm);127.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;f0942d28-4f5b-4916-aa35-65b2c96fe023-001576f9;Boeden;Roof - Decking;;;24.5;m2;L5;Exterior Decking [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba02;Boeden;Finish Floor - Laminate;;;145.43;m2;L1 - Block 37;Oak Flooring, Espresso [Finish 1] (13 mm) | Concrete, Precast [Tragend] (140 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba0e;Boeden;Finish Floor - Polished Concrete (Brown);;;89.42;m2;L2;Concrete, Polished [Tragend] (152 mm);152.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba1b;Boeden;Finish Floor - Polished Concrete (Brown);;;94.63;m2;L3;Concrete, Polished [Tragend] (152 mm);152.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba32;Boeden;Finish Floor - Polished Concrete (Brown);;;92.93;m2;L4;Concrete, Polished [Tragend] (152 mm);152.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba49;Boeden;Finish Floor - Polished Concrete (Brown);;;106.92;m2;L5;Concrete, Polished [Tragend] (152 mm);152.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba61;Boeden;Finish Floor - Laminate;;;26.76;m2;L3;Oak Flooring, Espresso [Finish 1] (13 mm) | Concrete, Precast [Tragend] (140 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba6c;Boeden;Finish Floor - Laminate;;;111.82;m2;L1 - Block 43;Oak Flooring, Espresso [Finish 1] (13 mm) | Concrete, Precast [Tragend] (140 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba77;Boeden;"Metal Stud 10"" - Laminate Finish";;;77.64;m2;L1 - Block 37;Oak Flooring, Espresso [Finish 1] (13 mm) | Plywood, Sheathing [Tragend] (19 mm) | Metal Stud Layer [Tragend] (254 mm);286.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;676b85f5-7db8-478c-8bcb-e82db93706d5-0015bac7;Boeden;Finish Floor - Laminate;;;26.73;m2;L5;Oak Flooring, Espresso [Finish 1] (13 mm) | Concrete, Precast [Tragend] (140 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;e94bc2e2-ac7a-4b1c-8c4a-f6fd596bd686-00164347;Boeden;Hardscape - Brick Walk;;;1.44;m2;L1 - Block 35;Brick, Common [Finish 2] (102 mm);102.0;;;I;Umgebung Gebäude;0.9
Snowdon Towers Sample Architectural;ca046bf0-c4fe-4a51-bfbd-29bcee91b9ff-001643ad;Boeden;Roof - Porcelain Float Deck 2'x2';;;93.3;m2;L1 - Block 35;Stone Tiles [Tragend] (51 mm);51.0;;;F;Bedachung Gebäude;0.95
Snowdon Towers Sample Architectural;9ae250f9-39c5-43a8-aca7-52422cc42f21-0016e7e0;Boeden;Finish Floor - Terrazo;;;65.43;m2;L1 - Block 37;Terrazzo [Finish 1] (51 mm) | Concrete, Precast [Tragend] (102 mm);153.0;;;G;Ausbau Gebäude;0.95
Snowdon Towers Sample Architectural;83ab88e0-0ac8-4f33-8e63-4fadd2406329-0017b78e;Boeden;Sidewalk;;;8.35;m2;L1 - Block 43;Asphalt, Pavement, Light Grey [Tragend] (305 mm);305.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;83ab88e0-0ac8-4f33-8e63-4fadd2406329-0017b906;Boeden;Sidewalk;;;1.77;m2;L1 - Block 43;Asphalt, Pavement, Light Grey [Tragend] (305 mm);305.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;83ab88e0-0ac8-4f33-8e63-4fadd2406329-0017bb7a;Boeden;Sidewalk;;;4.19;m2;L1 - Block 43;Asphalt, Pavement, Light Grey [Tragend] (305 mm);305.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;d27a0f98-dfac-4a39-9853-88400c849a43-00191369;Boeden;Stair Landing Steel Plate;;;4.05;m2;L2;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;082ad65f-ae0f-4aa4-a221-de02e0967fb8-001915f5;Boeden;Stair Landing Steel Plate;;;4.36;m2;L3;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;082ad65f-ae0f-4aa4-a221-de02e0967fb8-0019164b;Boeden;Stair Landing Steel Plate;;;4.68;m2;L4;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;082ad65f-ae0f-4aa4-a221-de02e0967fb8-001916a1;Boeden;Stair Landing Steel Plate;;;4.68;m2;L5;Steel, Paint Finish, Dark Gray [Tragend] (6 mm);6.0;;;I;Umgebung Gebäude;0.95
Snowdon Towers Sample Architectural;27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d4ab4;Boeden;"Concrete Slab 4""";;;3.1;m2;L5;Concrete, Cast-in-Place gray [Tragend] (102 mm);102.0;;;C;Konstruktion Gebäude;0.95
